Year,Geography,County,Congressional District,State,Total Population,18 years and over,18 years and over2,"VOTING AGE POPULATION - Citizen, 18 and over population"
2020,5101600US1309111,Fannin County,Congressional District 9 (116th Congress),Georgia,25797,21557,21557,21355
2020,5101600US1309117,Forsyth County (part),Congressional District 9 (116th Congress),Georgia,66085,48898,48898,46647
2020,5101600US1309119,Franklin County,Congressional District 9 (116th Congress),Georgia,23015,17967,17967,17590
2020,5101600US1309123,Gilmer County,Congressional District 9 (116th Congress),Georgia,30986,25057,25057,23940
2020,5101600US1309137,Habersham County,Congressional District 9 (116th Congress),Georgia,45204,35020,35020,32887
2020,5101600US1309139,Hall County,Congressional District 9 (116th Congress),Georgia,201434,150566,150566,128787
2020,5101600US1309147,Hart County,Congressional District 9 (116th Congress),Georgia,25981,20632,20632,20415
2020,5101600US1309157,Jackson County,Congressional District 9 (116th Congress),Georgia,70467,52615,52615,51114
2020,5101600US1309187,Lumpkin County,Congressional District 9 (116th Congress),Georgia,33009,27078,27078,26510
2020,5101600US1309195,Madison County,Congressional District 9 (116th Congress),Georgia,29624,22819,22819,22319
2020,5101600US1309227,Pickens County (part),Congressional District 9 (116th Congress),Georgia,21184,17191,17191,16823
2020,5101600US1309241,Rabun County,Congressional District 9 (116th Congress),Georgia,16859,14187,14187,13395
2020,5101600US1309257,Stephens County,Congressional District 9 (116th Congress),Georgia,25934,20324,20324,19955
2020,5101600US1309281,Towns County,Congressional District 9 (116th Congress),Georgia,11815,10366,10366,10266
2020,5101600US1309291,Union County,Congressional District 9 (116th Congress),Georgia,23999,20173,20173,19906
2020,5101600US1309311,White County,Congressional District 9 (116th Congress),Georgia,29962,24404,24404,24257
2020,5101600US1310009,Baldwin County,Congressional District 10 (116th Congress),Georgia,45072,36622,36622,36070
2020,5101600US1310013,Barrow County,Congressional District 10 (116th Congress),Georgia,81294,60161,60161,57017
2020,5101600US1310035,Butts County,Congressional District 10 (116th Congress),Georgia,24463,19546,19546,19117
2020,5101600US1310059,Clarke County (part),Congressional District 10 (116th Congress),Georgia,108732,91495,91495,86148
2020,5101600US1310073,Columbia County (part),Congressional District 10 (116th Congress),Georgia,19928,14279,14279,14195
2020,5101600US1310125,Glascock County,Congressional District 10 (116th Congress),Georgia,2984,2323,2323,2323
2020,5101600US1310133,Greene County,Congressional District 10 (116th Congress),Georgia,17808,14492,14492,13998
2020,5101600US1310135,Gwinnett County (part),Congressional District 10 (116th Congress),Georgia,78662,55245,55245,52339
2020,5101600US1310141,Hancock County,Congressional District 10 (116th Congress),Georgia,8500,7575,7575,7431
2020,5101600US1310151,Henry County (part),Congressional District 10 (116th Congress),Georgia,52171,37167,37167,36486
2020,5101600US1310159,Jasper County,Congressional District 10 (116th Congress),Georgia,14074,10752,10752,10563
2020,5101600US1310163,Jefferson County,Congressional District 10 (116th Congress),Georgia,15489,11838,11838,11630
2020,5101600US1310167,Johnson County,Congressional District 10 (116th Congress),Georgia,9717,7875,7875,7856
2020,5101600US1310181,Lincoln County,Congressional District 10 (116th Congress),Georgia,7929,6409,6409,6248
2020,5101600US1310189,McDuffie County,Congressional District 10 (116th Congress),Georgia,21404,16081,16081,15817
2020,5101600US1310211,Morgan County,Congressional District 10 (116th Congress),Georgia,18832,14584,14584,14349
2020,5101600US1310217,Newton County (part),Congressional District 10 (116th Congress),Georgia,22998,17391,17391,17306
2020,5101600US1310219,Oconee County,Congressional District 10 (116th Congress),Georgia,39194,28807,28807,27795
2020,5101600US1310221,Oglethorpe County,Congressional District 10 (116th Congress),Georgia,15040,11728,11728,11637
2020,5101600US1310237,Putnam County,Congressional District 10 (116th Congress),Georgia,21906,17510,17510,17125
2020,5101600US1310265,Taliaferro County,Congressional District 10 (116th Congress),Georgia,1596,1368,1368,1341
2020,5101600US1310297,Walton County,Congressional District 10 (116th Congress),Georgia,93284,70355,70355,68561
2020,5101600US1310301,Warren County,Congressional District 10 (116th Congress),Georgia,5259,4179,4179,4138
2020,5101600US1310303,Washington County,Congressional District 10 (116th Congress),Georgia,20316,15961,15961,15719
2020,5101600US1310317,Wilkes County,Congressional District 10 (116th Congress),Georgia,9797,7730,7730,7513
2020,5101600US1311015,Bartow County,Congressional District 11 (116th Congress),Georgia,106456,80753,80753,77890
2020,5101600US1311057,Cherokee County,Congressional District 11 (116th Congress),Georgia,253780,191752,191752,179493
2020,5101600US1311067,Cobb County (part),Congressional District 11 (116th Congress),Georgia,373890,290537,290537,260496
2020,5101600US1311121,Fulton County (part),Congressional District 11 (116th Congress),Georgia,43282,33977,33977,32364
2020,5101600US1312001,Appling County,Congressional District 12 (116th Congress),Georgia,18428,13863,13863,13276
2020,5101600US1312031,Bulloch County,Congressional District 12 (116th Congress),Georgia,77719,62285,62285,60400
2020,5101600US1312033,Burke County,Congressional District 12 (116th Congress),Georgia,22567,16699,16699,16520
2020,5101600US1312043,Candler County,Congressional District 12 (116th Congress),Georgia,10834,8127,8127,7588
2020,5101600US1312069,Coffee County,Congressional District 12 (116th Congress),Georgia,43070,32522,32522,30945
2020,5101600US1312073,Columbia County (part),Congressional District 12 (116th Congress),Georgia,134329,100875,100875,96611
2020,5101600US1312103,Effingham County (part),Congressional District 12 (116th Congress),Georgia,25559,18800,18800,18650
2020,5101600US1312107,Emanuel County,Congressional District 12 (116th Congress),Georgia,22525,16922,16922,16526
2020,5101600US1312109,Evans County,Congressional District 12 (116th Congress),Georgia,10671,7829,7829,7448
2020,5101600US1312161,Jeff Davis County,Congressional District 12 (116th Congress),Georgia,15063,11085,11085,10999
2020,5101600US1312165,Jenkins County,Congressional District 12 (116th Congress),Georgia,8787,6920,6920,6663
2020,5101600US1312175,Laurens County,Congressional District 12 (116th Congress),Georgia,47404,35721,35721,35347
2020,5101600US1312209,Montgomery County,Congressional District 12 (116th Congress),Georgia,9069,7223,7223,7008
2020,5101600US1312245,Richmond County,Congressional District 12 (116th Congress),Georgia,202178,155959,155959,152902
2020,5101600US1312251,Screven County,Congressional District 12 (116th Congress),Georgia,13977,11041,11041,11008
2020,5101600US1312267,Tattnall County,Congressional District 12 (116th Congress),Georgia,25392,20193,20193,18988
2020,5101600US1312279,Toombs County,Congressional District 12 (116th Congress),Georgia,26947,19869,19869,18838
2020,5101600US1312283,Treutlen County,Congressional District 12 (116th Congress),Georgia,6787,5173,5173,5044
2020,5101600US1312309,Wheeler County,Congressional District 12 (116th Congress),Georgia,7897,6571,6571,6520
2020,5101600US1313063,Clayton County (part),Congressional District 13 (116th Congress),Georgia,174034,126489,126489,116511
2020,5101600US1313067,Cobb County (part),Congressional District 13 (116th Congress),Georgia,192031,142848,142848,127369
2020,5101600US1313097,Douglas County,Congressional District 13 (116th Congress),Georgia,145063,107470,107470,102086
2020,5101600US1313113,Fayette County (part),Congressional District 13 (116th Congress),Georgia,17787,14773,14773,14455
2020,5101600US1313121,Fulton County (part),Congressional District 13 (116th Congress),Georgia,133168,97105,97105,93010
2020,5101600US1313151,Henry County (part),Congressional District 13 (116th Congress),Georgia,108032,81896,81896,78769
2020,5101600US1314047,Catoosa County,Congressional District 14 (116th Congress),Georgia,67181,51903,51903,51147
2020,5101600US1314055,Chattooga County,Congressional District 14 (116th Congress),Georgia,24826,19220,19220,18604
2020,5101600US1314083,Dade County,Congressional District 14 (116th Congress),Georgia,16183,13096,13096,12943
2020,5101600US1314115,Floyd County,Congressional District 14 (116th Congress),Georgia,97805,75224,75224,70629
2020,5101600US1314129,Gordon County,Congressional District 14 (116th Congress),Georgia,57756,43704,43704,40410
2020,5101600US1314143,Haralson County,Congressional District 14 (116th Congress),Georgia,29608,22549,22549,22419
2020,5101600US1314213,Murray County,Congressional District 14 (116th Congress),Georgia,39789,29966,29966,27998
2020,5101600US1314223,Paulding County,Congressional District 14 (116th Congress),Georgia,164440,121281,121281,117500
2020,5101600US1314227,Pickens County (part),Congressional District 14 (116th Congress),Georgia,10818,8426,8426,8386
2020,5101600US1314233,Polk County,Congressional District 14 (116th Congress),Georgia,42251,31475,31475,29528
2020,5101600US1314295,Walker County,Congressional District 14 (116th Congress),Georgia,69398,54303,54303,53932
2020,5101600US1314313,Whitfield County,Congressional District 14 (116th Congress),Georgia,104122,77122,77122,64764
2020,5101600US1501003,Honolulu County (part),Congressional District 1 (116th Congress),Hawaii,706681,566125,566125,508770
2020,5101600US1502001,Hawaii County,Congressional District 2 (116th Congress),Hawaii,201350,158094,158094,145852
2020,5101600US1502003,Honolulu County (part),Congressional District 2 (116th Congress),Hawaii,273001,206509,206509,196097
2020,5101600US1502005,Kalawao County,Congressional District 2 (116th Congress),Hawaii,436,435,435,434
2020,5101600US1502007,Kauai County,Congressional District 2 (116th Congress),Hawaii,71949,56306,56306,51726
2020,5101600US1502009,Maui County,Congressional District 2 (116th Congress),Hawaii,166657,130358,130358,117638
2020,5101600US4701019,Carter County,Congressional District 1 (116th Congress),Tennessee,56452,46102,46102,45442
2020,5101600US4701029,Cocke County,Congressional District 1 (116th Congress),Tennessee,35797,28494,28494,28240
2020,5101600US4701059,Greene County,Congressional District 1 (116th Congress),Tennessee,69077,55678,55678,55136
2020,5101600US4701063,Hamblen County,Congressional District 1 (116th Congress),Tennessee,64479,49519,49519,46722
2020,5101600US4701067,Hancock County,Congressional District 1 (116th Congress),Tennessee,6568,5168,5168,5149
2020,5101600US4701073,Hawkins County,Congressional District 1 (116th Congress),Tennessee,56735,45480,45480,45125
2020,5101600US4701089,Jefferson County (part),Congressional District 1 (116th Congress),Tennessee,11357,9171,9171,8977
2020,5101600US4701091,Johnson County,Congressional District 1 (116th Congress),Tennessee,17755,14749,14749,14592
2020,5101600US4701155,Sevier County,Congressional District 1 (116th Congress),Tennessee,98007,77798,77798,74524
2020,5101600US4701163,Sullivan County,Congressional District 1 (116th Congress),Tennessee,157707,127245,127245,126121
2020,5101600US4701171,Unicoi County,Congressional District 1 (116th Congress),Tennessee,17821,14886,14886,14410
2020,5101600US4701179,Washington County,Congressional District 1 (116th Congress),Tennessee,128874,104236,104236,101252
2020,5101600US4702009,Blount County,Congressional District 2 (116th Congress),Tennessee,131641,105091,105091,103017
2020,5101600US4702013,Campbell County (part),Congressional District 2 (116th Congress),Tennessee,5476,4465,4465,4431
2020,5101600US4702025,Claiborne County,Congressional District 2 (116th Congress),Tennessee,31827,25861,25861,25556
2020,5101600US4702057,Grainger County,Congressional District 2 (116th Congress),Tennessee,23268,18647,18647,18163
2020,5101600US4702089,Jefferson County (part),Congressional District 2 (116th Congress),Tennessee,42805,34396,34396,33862
2020,5101600US4702093,Knox County,Congressional District 2 (116th Congress),Tennessee,466184,368116,368116,355895
2020,5101600US4702105,Loudon County,Congressional District 2 (116th Congress),Tennessee,53169,42862,42862,40815
2020,5101600US4703001,Anderson County,Congressional District 3 (116th Congress),Tennessee,76513,60334,60334,59004
2020,5101600US4703011,Bradley County (part),Congressional District 3 (116th Congress),Tennessee,27346,21528,21528,21194
2020,5101600US4703013,Campbell County (part),Congressional District 3 (116th Congress),Tennessee,34342,27186,27186,27106
2020,5101600US4703065,Hamilton County,Congressional District 3 (116th Congress),Tennessee,364718,288817,288817,279194
2020,5101600US4703107,McMinn County,Congressional District 3 (116th Congress),Tennessee,53392,42151,42151,41297
2020,5101600US4703123,Monroe County,Congressional District 3 (116th Congress),Tennessee,46413,36497,36497,36100
2020,5101600US4703129,Morgan County,Congressional District 3 (116th Congress),Tennessee,21538,17392,17392,17327
2020,5101600US4703139,Polk County,Congressional District 3 (116th Congress),Tennessee,16807,13623,13623,13538
2020,5101600US4703145,Roane County,Congressional District 3 (116th Congress),Tennessee,53331,43356,43356,43079
2020,5101600US4703151,Scott County,Congressional District 3 (116th Congress),Tennessee,22020,16792,16792,16766
2020,5101600US4703173,Union County,Congressional District 3 (116th Congress),Tennessee,19678,15402,15402,15347
2020,5101600US4704003,Bedford County,Congressional District 4 (116th Congress),Tennessee,48937,36460,36460,34696
2020,5101600US4704007,Bledsoe County,Congressional District 4 (116th Congress),Tennessee,14961,12695,12695,12355
2020,5101600US4704011,Bradley County (part),Congressional District 4 (116th Congress),Tennessee,79578,62027,62027,59098
2020,5101600US4704051,Franklin County,Congressional District 4 (116th Congress),Tennessee,41999,33585,33585,33028
2020,5101600US4704061,Grundy County,Congressional District 4 (116th Congress),Tennessee,13371,10440,10440,10391
2020,5101600US4704103,Lincoln County,Congressional District 4 (116th Congress),Tennessee,34158,26533,26533,25949
2020,5101600US4704115,Marion County,Congressional District 4 (116th Congress),Tennessee,28639,22628,22628,22499
2020,5101600US4704117,Marshall County,Congressional District 4 (116th Congress),Tennessee,33708,25857,25857,25309
2020,5101600US4704119,Maury County (part),Congressional District 4 (116th Congress),Tennessee,67752,52391,52391,50975
2020,5101600US4704121,Meigs County,Congressional District 4 (116th Congress),Tennessee,12237,9755,9755,9749
2020,5101600US4704127,Moore County,Congressional District 4 (116th Congress),Tennessee,6396,5160,5160,5118
2020,5101600US4704143,Rhea County,Congressional District 4 (116th Congress),Tennessee,32964,25466,25466,24834
2020,5101600US4704149,Rutherford County,Congressional District 4 (116th Congress),Tennessee,324139,244262,244262,232276
2020,5101600US4704153,Sequatchie County,Congressional District 4 (116th Congress),Tennessee,14936,12051,12051,11712
2020,5101600US4704175,Van Buren County (part),Congressional District 4 (116th Congress),Tennessee,5558,4464,4464,4410
2020,5101600US4704177,Warren County,Congressional District 4 (116th Congress),Tennessee,40971,31311,31311,29766
2020,5101600US4705021,Cheatham County (part),Congressional District 5 (116th Congress),Tennessee,29530,22943,22943,22490
2020,5101600US4705037,Davidson County,Congressional District 5 (116th Congress),Tennessee,690540,546693,546693,498687
2020,5101600US4705043,Dickson County,Congressional District 5 (116th Congress),Tennessee,53289,41010,41010,40579
2020,5101600US4706015,Cannon County,Congressional District 6 (116th Congress),Tennessee,14374,11304,11304,11164
2020,5101600US4706021,Cheatham County (part),Congressional District 6 (116th Congress),Tennessee,11009,8682,8682,8500
2020,5101600US4706027,Clay County,Congressional District 6 (116th Congress),Tennessee,7640,6064,6064,6002
2020,5101600US4706031,Coffee County,Congressional District 6 (116th Congress),Tennessee,56024,42613,42613,41655
2020,5101600US4706035,Cumberland County,Congressional District 6 (116th Congress),Tennessee,60016,49533,49533,49074
2020,5101600US4706041,DeKalb County,Congressional District 6 (116th Congress),Tennessee,20104,15725,15725,14839
2020,5101600US4706049,Fentress County,Congressional District 6 (116th Congress),Tennessee,18405,14563,14563,14545
2020,5101600US4706087,Jackson County,Congressional District 6 (116th Congress),Tennessee,11767,9627,9627,9541
2020,5101600US4706111,Macon County,Congressional District 6 (116th Congress),Tennessee,24208,18162,18162,17688
2020,5101600US4706133,Overton County,Congressional District 6 (116th Congress),Tennessee,22171,17408,17408,17349
2020,5101600US4706137,Pickett County,Congressional District 6 (116th Congress),Tennessee,5068,4119,4119,4085
2020,5101600US4706141,Putnam County,Congressional District 6 (116th Congress),Tennessee,78542,62143,62143,60345
2020,5101600US4706147,Robertson County,Congressional District 6 (116th Congress),Tennessee,70982,54000,54000,52273
2020,5101600US4706159,Smith County,Congressional District 6 (116th Congress),Tennessee,19926,15424,15424,15155
2020,5101600US4706165,Sumner County,Congressional District 6 (116th Congress),Tennessee,187680,143486,143486,139687
2020,5101600US4706169,Trousdale County,Congressional District 6 (116th Congress),Tennessee,10910,8917,8917,8853
2020,5101600US4706175,Van Buren County (part),Congressional District 6 (116th Congress),Tennessee,255,236,236,236
2020,5101600US4706185,White County,Congressional District 6 (116th Congress),Tennessee,27087,21143,21143,21025
2020,5101600US4707005,Benton County (part),Congressional District 7 (116th Congress),Tennessee,15995,12831,12831,12805
2020,5101600US4707023,Chester County,Congressional District 7 (116th Congress),Tennessee,17260,13456,13456,13277
2020,5101600US4707039,Decatur County,Congressional District 7 (116th Congress),Tennessee,11663,9231,9231,9195
2020,5101600US4707055,Giles County,Congressional District 7 (116th Congress),Tennessee,29403,23294,23294,23099
2020,5101600US4707069,Hardeman County,Congressional District 7 (116th Congress),Tennessee,25247,20500,20500,20294
2020,5101600US4707071,Hardin County,Congressional District 7 (116th Congress),Tennessee,25665,20470,20470,20348
2020,5101600US4707077,Henderson County,Congressional District 7 (116th Congress),Tennessee,27956,21597,21597,21298
2020,5101600US4707081,Hickman County,Congressional District 7 (116th Congress),Tennessee,25017,19771,19771,19658
2020,5101600US4707083,Houston County,Congressional District 7 (116th Congress),Tennessee,8201,6420,6420,6395
2020,5101600US4707085,Humphreys County,Congressional District 7 (116th Congress),Tennessee,18528,14524,14524,14389
2020,5101600US4707099,Lawrence County,Congressional District 7 (116th Congress),Tennessee,43780,32847,32847,32591
2020,5101600US4707101,Lewis County,Congressional District 7 (116th Congress),Tennessee,12131,9537,9537,9346
2020,5101600US4707109,McNairy County,Congressional District 7 (116th Congress),Tennessee,25814,20218,20218,20113
2020,5101600US4707119,Maury County (part),Congressional District 7 (116th Congress),Tennessee,26863,20214,20214,19731
2020,5101600US4707125,Montgomery County,Congressional District 7 (116th Congress),Tennessee,204992,150053,150053,145976
2020,5101600US4707135,Perry County,Congressional District 7 (116th Congress),Tennessee,8020,6166,6166,6120
2020,5101600US4707161,Stewart County,Congressional District 7 (116th Congress),Tennessee,13553,10673,10673,10540
2020,5101600US4707181,Wayne County,Congressional District 7 (116th Congress),Tennessee,16638,13745,13745,13694
2020,5101600US4708005,Benton County (part),Congressional District 8 (116th Congress),Tennessee,138,101,101,92
2020,5101600US4708017,Carroll County,Congressional District 8 (116th Congress),Tennessee,27841,21853,21853,21741
2020,5101600US4708033,Crockett County,Congressional District 8 (116th Congress),Tennessee,14310,10916,10916,10477
2020,5101600US4708045,Dyer County,Congressional District 8 (116th Congress),Tennessee,37201,28362,28362,28126
2020,5101600US4708047,Fayette County,Congressional District 8 (116th Congress),Tennessee,40612,32870,32870,32530
2020,5101600US4708053,Gibson County,Congressional District 8 (116th Congress),Tennessee,49193,37302,37302,36925
2020,5101600US4708075,Haywood County,Congressional District 8 (116th Congress),Tennessee,17391,13475,13475,13124
2020,5101600US4708079,Henry County,Congressional District 8 (116th Congress),Tennessee,32251,25628,25628,25501
2020,5101600US4708095,Lake County,Congressional District 8 (116th Congress),Tennessee,7273,6229,6229,6173
2020,5101600US4708097,Lauderdale County,Congressional District 8 (116th Congress),Tennessee,25689,19846,19846,19621
2020,5101600US4708113,Madison County,Congressional District 8 (116th Congress),Tennessee,97838,75901,75901,74478
2020,5101600US4708131,Obion County,Congressional District 8 (116th Congress),Tennessee,30343,23732,23732,23424
2020,5101600US4708157,Shelby County (part),Congressional District 8 (116th Congress),Tennessee,233431,175158,175158,167900
2020,5101600US4708167,Tipton County,Congressional District 8 (116th Congress),Tennessee,61562,46548,46548,46200
2020,5101600US4709157,Shelby County (part),Congressional District 9 (116th Congress),Tennessee,703180,527281,527281,501621
2020,5101600US4801005,Angelina County,Congressional District 1 (116th Congress),Texas,87119,64922,64922,60407
2020,5101600US4801183,Gregg County,Congressional District 1 (116th Congress),Texas,123633,91756,91756,84999
2020,5101600US4801203,Harrison County,Congressional District 1 (116th Congress),Texas,66547,49789,49789,47899
2020,5101600US4801347,Nacogdoches County,Congressional District 1 (116th Congress),Texas,65080,50013,50013,46605
2020,5101600US4801365,Panola County,Congressional District 1 (116th Congress),Texas,23186,17796,17796,17237
2020,5101600US4801401,Rusk County,Congressional District 1 (116th Congress),Texas,53988,41971,41971,39240
2020,5101600US4801403,Sabine County,Congressional District 1 (116th Congress),Texas,10470,8536,8536,8515
2020,5101600US4801405,San Augustine County,Congressional District 1 (116th Congress),Texas,8260,6635,6635,6378
2020,5101600US4801419,Shelby County,Congressional District 1 (116th Congress),Texas,25263,18655,18655,17107
2020,5101600US4801423,Smith County,Congressional District 1 (116th Congress),Texas,230184,173774,173774,162368
2020,5101600US4801459,Upshur County (part),Congressional District 1 (116th Congress),Texas,12493,9592,9592,9493
2020,5101600US4801499,Wood County (part),Congressional District 1 (116th Congress),Texas,16450,13456,13456,13176
2020,5101600US4901003,Box Elder County,Congressional District 1 (116th Congress),Utah,54953,37629,37629,36917
2020,5101600US4802201,Harris County (part),Congressional District 2 (116th Congress),Texas,809751,607809,607809,523366
2020,5101600US4803085,Collin County (part),Congressional District 3 (116th Congress),Texas,896996,665566,665566,572927
2020,5101600US4804037,Bowie County,Congressional District 4 (116th Congress),Texas,93622,71471,71471,69491
2020,5101600US4804063,Camp County,Congressional District 4 (116th Congress),Texas,12938,9540,9540,8590
2020,5101600US4804067,Cass County,Congressional District 4 (116th Congress),Texas,30002,23284,23284,22770
2020,5101600US4804085,Collin County (part),Congressional District 4 (116th Congress),Texas,52369,38322,38322,35620
2020,5101600US4804119,Delta County,Congressional District 4 (116th Congress),Texas,5277,4057,4057,4039
2020,5101600US4804147,Fannin County,Congressional District 4 (116th Congress),Texas,35046,27627,27627,26646
2020,5101600US4804159,Franklin County,Congressional District 4 (116th Congress),Texas,10767,8198,8198,7700
2020,5101600US4804181,Grayson County,Congressional District 4 (116th Congress),Texas,133527,101835,101835,96983
2020,5101600US4804223,Hopkins County,Congressional District 4 (116th Congress),Texas,36708,27680,27680,26127
2020,5101600US4804231,Hunt County,Congressional District 4 (116th Congress),Texas,96202,73265,73265,69360
2020,5101600US4804277,Lamar County,Congressional District 4 (116th Congress),Texas,49705,37872,37872,36764
2020,5101600US4804315,Marion County,Congressional District 4 (116th Congress),Texas,9987,8174,8174,7999
2020,5101600US4804343,Morris County,Congressional District 4 (116th Congress),Texas,12357,9504,9504,9207
2020,5101600US4804379,Rains County,Congressional District 4 (116th Congress),Texas,12001,9696,9696,9419
2020,5101600US4804387,Red River County,Congressional District 4 (116th Congress),Texas,12115,9707,9707,9633
2020,5101600US4804397,Rockwall County,Congressional District 4 (116th Congress),Texas,101175,73865,73865,70153
2020,5101600US4804449,Titus County,Congressional District 4 (116th Congress),Texas,32709,23220,23220,18664
2020,5101600US4804459,Upshur County (part),Congressional District 4 (116th Congress),Texas,28893,21892,21892,21232
2020,5101600US4805001,Anderson County,Congressional District 5 (116th Congress),Texas,57917,46812,46812,44815
2020,5101600US4805073,Cherokee County,Congressional District 5 (116th Congress),Texas,52341,39095,39095,35022
2020,5101600US4805113,Dallas County (part),Congressional District 5 (116th Congress),Texas,351538,251008,251008,196809
2020,5101600US4805213,Henderson County,Congressional District 5 (116th Congress),Texas,81969,64478,64478,61704
2020,5101600US4805257,Kaufman County,Congressional District 5 (116th Congress),Texas,129792,93649,93649,87954
2020,5101600US4805467,Van Zandt County,Congressional District 5 (116th Congress),Texas,55970,43030,43030,42023
2020,5101600US4805499,Wood County (part),Congressional District 5 (116th Congress),Texas,28604,22949,22949,21941
2020,5101600US4806139,Ellis County,Congressional District 6 (116th Congress),Texas,179484,131651,131651,124070
2020,5101600US4806349,Navarro County,Congressional District 6 (116th Congress),Texas,49475,36367,36367,32473
2020,5101600US4806439,Tarrant County (part),Congressional District 6 (116th Congress),Texas,573471,427361,427361,386810
2020,5101600US4807201,Harris County (part),Congressional District 7 (116th Congress),Texas,793324,593365,593365,470059
2020,5101600US4808185,Grimes County,Congressional District 8 (116th Congress),Texas,28447,22107,22107,21060
2020,5101600US4808201,Harris County (part),Congressional District 8 (116th Congress),Texas,100974,68996,68996,61959
2020,5101600US4808225,Houston County,Congressional District 8 (116th Congress),Texas,22942,18466,18466,18022
2020,5101600US4808289,Leon County (part),Congressional District 8 (116th Congress),Texas,6711,5472,5472,5330
2020,5101600US4808313,Madison County,Congressional District 8 (116th Congress),Texas,14329,11251,11251,9950
2020,5101600US4808339,Montgomery County,Congressional District 8 (116th Congress),Texas,590188,434924,434924,390485
2020,5101600US4808407,San Jacinto County,Congressional District 8 (116th Congress),Texas,28574,22378,22378,21410
2020,5101600US4808455,Trinity County,Congressional District 8 (116th Congress),Texas,14689,11738,11738,11319
2020,5101600US4808471,Walker County,Congressional District 8 (116th Congress),Texas,72295,61615,61615,57421
2020,5101600US4809157,Fort Bend County (part),Congressional District 9 (116th Congress),Texas,164717,122778,122778,104565
2020,5101600US4809201,Harris County (part),Congressional District 9 (116th Congress),Texas,608492,451692,451692,328215
2020,5101600US4810015,Austin County,Congressional District 10 (116th Congress),Texas,29892,22758,22758,21085
2020,5101600US4810021,Bastrop County (part),Congressional District 10 (116th Congress),Texas,49560,38412,38412,35936
2020,5101600US4810089,Colorado County,Congressional District 10 (116th Congress),Texas,21357,16327,16327,15148
2020,5101600US4810149,Fayette County,Congressional District 10 (116th Congress),Texas,25247,20130,20130,19174
2020,5101600US4810201,Harris County (part),Congressional District 10 (116th Congress),Texas,366394,258530,258530,229901
2020,5101600US4810287,Lee County (part),Congressional District 10 (116th Congress),Texas,12272,9519,9519,8547
2020,5101600US4810453,Travis County (part),Congressional District 10 (116th Congress),Texas,310965,240775,240775,206224
2020,5101600US4810473,Waller County,Congressional District 10 (116th Congress),Texas,53626,40713,40713,36670
2020,5101600US4810477,Washington County,Congressional District 10 (116th Congress),Texas,35275,27662,27662,26248
2020,5101600US4811003,Andrews County,Congressional District 11 (116th Congress),Texas,18227,12635,12635,11121
2020,5101600US4811049,Brown County,Congressional District 11 (116th Congress),Texas,37805,29578,29578,28665
2020,5101600US4811059,Callahan County,Congressional District 11 (116th Congress),Texas,13959,10897,10897,10756
2020,5101600US4811081,Coke County,Congressional District 11 (116th Congress),Texas,3298,2592,2592,2582
2020,5101600US4811083,Coleman County,Congressional District 11 (116th Congress),Texas,8281,6485,6485,6169
2020,5101600US4811093,Comanche County,Congressional District 11 (116th Congress),Texas,13597,10562,10562,9846
2020,5101600US4811095,Concho County,Congressional District 11 (116th Congress),Texas,3018,2489,2489,1884
2020,5101600US4811115,Dawson County,Congressional District 11 (116th Congress),Texas,12849,9529,9529,9095
2020,5101600US4811133,Eastland County,Congressional District 11 (116th Congress),Texas,18289,14420,14420,13979
2020,5101600US4811135,Ector County,Congressional District 11 (116th Congress),Texas,162067,112956,112956,99647
2020,5101600US4811143,Erath County (part),Congressional District 11 (116th Congress),Texas,22318,17190,17190,15561
2020,5101600US4811173,Glasscock County,Congressional District 11 (116th Congress),Texas,1447,1168,1168,889
2020,5101600US4811221,Hood County,Congressional District 11 (116th Congress),Texas,60025,47411,47411,46583
2020,5101600US4811235,Irion County,Congressional District 11 (116th Congress),Texas,1553,1202,1202,1163
2020,5101600US4811267,Kimble County,Congressional District 11 (116th Congress),Texas,4375,3582,3582,3476
2020,5101600US4811299,Llano County,Congressional District 11 (116th Congress),Texas,21452,18255,18255,17728
2020,5101600US4811307,McCulloch County,Congressional District 11 (116th Congress),Texas,7970,6215,6215,5883
2020,5101600US4811317,Martin County,Congressional District 11 (116th Congress),Texas,5676,3869,3869,3656
2020,5101600US4811319,Mason County,Congressional District 11 (116th Congress),Texas,4248,3232,3232,2999
2020,5101600US4811327,Menard County,Congressional District 11 (116th Congress),Texas,2108,1730,1730,1624
2020,5101600US4811329,Midland County,Congressional District 11 (116th Congress),Texas,171238,122253,122253,108595
2020,5101600US4811333,Mills County,Congressional District 11 (116th Congress),Texas,4877,4003,4003,3799
2020,5101600US4811335,Mitchell County,Congressional District 11 (116th Congress),Texas,8256,6556,6556,6469
2020,5101600US4811363,Palo Pinto County,Congressional District 11 (116th Congress),Texas,28792,22095,22095,21072
2020,5101600US4811399,Runnels County,Congressional District 11 (116th Congress),Texas,10280,7821,7821,7606
2020,5101600US4811411,San Saba County,Congressional District 11 (116th Congress),Texas,6004,4815,4815,4474
2020,5101600US4811429,Stephens County (part),Congressional District 11 (116th Congress),Texas,6679,4964,4964,4764
2020,5101600US4811431,Sterling County,Congressional District 11 (116th Congress),Texas,1274,884,884,756
2020,5101600US4811451,Tom Green County,Congressional District 11 (116th Congress),Texas,118645,90453,90453,86797
2020,5101600US4812367,Parker County,Congressional District 12 (116th Congress),Texas,138447,104249,104249,100480
